#dvd_title_id_f,title,release_date,award,label_id,sound_id,genre_id,rating_id,format_id
1220,DVD Karaoke Standard Classics #2 ,,,95,1,14,4,2
1221,DVD Karaoke Standard Classics #3,,,95,1,14,4,2
1222,DVD Karaoke Toni Braxton #1,,,95,1,14,4,2
1223,DVD Mighty Math Pack: The Standard Deviants (Boxed Set),,,21,1,20,4,2
1224,DVD Music Breakthrough ,,,27,1,15,4,2
1225,DVD Space Spectacular ,,,27,1,15,4,2
1226,DVD Spectacular ,,,27,1,15,4,2
1227,DVD Super School Pack: The Standard Deviants (Boxed Set),1999-11-22,,21,1,20,4,2
1228,Dvorak: Sym. 9: From The New World: Karajan,2010-01-01,,115,7,15,4,4
1229,Eagles: Hell Freezes Over ,,,55,4,15,4,2
1230,Earth Girls Are Easy ,,,13,1,7,5,8
1231,"Earth, Wind & Fire: Live in Japan ",,,95,1,15,4,2
1232,Earthlight: Special Edition,,,39,1,20,4,2
1233,Earthscapes ,,,112,1,20,4,2
1234,Eastern Condors,,,120,1,11,4,8
1235,Easy Money (import),,,120,1,11,4,8
1236,Easy Rider:Special Edition,1999-12-06,,24,3,9,7,8
1237,Eat My Dust,2010-01-01,,120,1,11,4,2
1238,Eat My Dust!,,,86,1,2,5,2
1239,Eat Your Heart Out,,,95,1,9,4,2
1240,Eaten Alive,,,42,1,13,7,8
1241,"Ebony, Ivory & Jade",,,11,1,2,5,2
1242,Ed McBain's 87th Precinct,,,112,1,21,4,2
1243,Ed-TV,,,127,4,7,6,8
1244,Ed-TV: Special Edition,,,127,3,7,6,8
1245,Eden,,,48,1,9,7,2
1246,Edge (1997),,,124,3,21,7,8
1247,Eiger Sanction,,,127,1,2,7,8
1248,El-Hazard:The Alternative World #1:The Priestess of Water,,,95,1,3,4,2
1249,El-Hazard:The Alternative World #2:The Spring Of Life,,,95,1,3,4,2
1250,El-Hazard:The Alternative World #3:The Ruler Of The Universe,1999-12-06,,95,7,3,4,2
1251,El-Hazard:The Alternative World #4:Dreams Of Tomorrow,,,95,7,3,4,2
1252,Election: Special Edition,,,92,3,7,7,8
1253,Electric Blue: Volume 3 ,,,55,1,20,4,2
1254,Electric Blue: Volume 4 ,,,55,1,20,4,2
1255,Electric Blue: Volume 6,,,55,1,20,4,2
1256,Electric Horseman ,,,55,1,9,4,8
1257,Electric Light Orchestra: Live/Discovery,,,55,1,15,4,2
1258,Elephant Parts ,,,39,1,7,4,2
1259,Elizabeth,2010-01-01,,99,1,9,7,8
1260,Elizabeth Taylor 2-Pack: Last Time I Saw Paris/Father's Dividend,,,68,1,9,4,2
1261,Elizabeth Taylor Double: Last Time I Saw Paris/Father's Dividend,,,68,1,9,4,2
1262,Elizabeth: Special Edition,,,99,3,9,7,8
1263,Ella Fitzgerald:Something To Live For,,,48,1,15,4,2
1264,Ellington & Armstrong:The Complete Sessions 2 (AUDIO-ONLY),1999-11-22,,23,1,15,4,2
1265,Elm-Chanted Forest,,,55,1,3,7,2
1266,Elmo Saves Christmas: Sesame Street ,,,116,7,5,4,4
1267,Elmopalooza!: Sesame Street ,,,116,7,5,2,4
1268,ELO: Live ,,,55,1,15,4,2
1269,Elvira Madigan,,,48,1,11,5,2
1270,Elvis: That's The Way It Is ,,,74,1,16,4,2
1271,Elvis: The Complete Story ,,,93,1,20,4,2
1272,Emanuelle 2-Pack #1 & 2,,,48,1,20,7,2
1273,Embrace Of The Vampire,,,87,3,13,4,2
1274,Embrace The Darkness,,,55,1,13,4,4
1275,Emma,,,16,1,7,5,8
1276,Emma (1997/TV),,,3,1,9,4,2
1277,Emmanuelle ,,,48,1,11,4,2
1278,Emmanuelle 2 (Joys of a Woman) ,,,48,1,11,3,2
1279,Emmanuelle 2-Pack:#1 & 2 (Boxed Set),,,48,1,20,4,8
1280,Emperor's Shadow,,,48,1,11,4,2
1281,Enchanted Forest,2010-01-01,,55,1,9,4,4
1282,Encino Man,,,16,1,7,5,8
1283,Encyclopedia Electronica ,,,10,1,20,4,2
1284,Enemy Of The State,,,16,3,21,7,8
1285,Engelbert Humperdinck Spectacular ,,,55,1,15,4,2
1286,Engelbert Humperdinck:Live,,,28,1,15,4,2
1287,English Grammar:The Standard Deviants,2000-04-18,,21,1,20,4,2
1288,"English Patient, The ",,1997,16,1,9,7,8
1289,Englishman Who Went Up A Hill But Came Down A Mountain,,,16,7,7,5,8
1290,Enter The 36th Chamber Of Shaolin,,,141,1,11,7,2
1291,Enter the Dragon: Special Edition ,,,134,1,2,7,8
1292,Enter The Dragon:Collector's Ed.,1999-11-22,,25,3,2,7,8
1293,Enter The Fat Dragon,,,20,1,11,4,8
1294,Entrapment,1999-11-22,,124,1,21,7,2
1295,Entre Nous,,,48,1,9,4,2
1296,Eraser ,,,134,1,2,7,2
1297,Eric Clapton & Friends:In Concert:Crossroads Center Benefit,,,134,1,15,4,2
1298,Eric Clapton:Clapton Chronicles:The Best Of Eric Clapton,,,134,1,15,4,2
1299,Ernest Bloch:Music By Ernest Bloch (AUDIO-ONLY),,,23,1,15,4,2
1300,Erotic Ghost Story,,,120,3,11,4,8
1301,Erotic Ghost Story 2,,,120,1,11,4,8
1302,Erotic Ghost Story 3,,,120,1,11,4,8
1303,Erotic Ghost Story:Perfect Match,,,120,1,11,4,2
1304,Erotique ,,,48,1,11,7,2
1305,Escape From Alcatraz,,,92,1,2,5,8
1306,Escape From L.A.,,,92,1,2,7,8
1307,Escape From Sobibor ,,,49,1,21,4,2
1308,Escape Velocity,,,144,1,19,7,2
1309,Essential Gospel: Live From The House of Blues,,,96,1,15,4,2
1310,"Estefan, Gloria: Don't Stop ",,,115,3,15,4,4
1311,"Estefan, Gloria: Everlasting Gloria ",,,115,3,15,4,4
1312,"Estefan, Gloria: The Evolution Tour: Live in Miami ",,,44,3,15,4,4
1313,Eternal,,,121,3,13,7,8
1314,Eternal Evil ,,,112,1,13,4,2
1315,European War 2-Pack:Stalingrad/Pretty Village,,,48,1,11,4,8
1316,Eva Braun ,,,112,1,8,4,2
1317,Eve's Bayou: Special Edition ,,,121,1,9,7,8
1318,Even Dwarfs Started Small:Spec.Ed ,,,11,1,11,4,2
1319,Evening Of Fourplay #1 & 2,,,55,7,15,4,4
1320,Evening With Placido Domingo,,,55,7,15,4,4
1321,Event Horizon,,,92,1,19,7,8
1322,Ever After: A Cinderella Story ,,,124,3,9,6,8
1323,"Everest:Mountain Of Dreams, Mountain Of Doom",,,51,7,8,4,2
1324,Everest:Spec.Ed:IMAX,1999-12-06,,16,1,8,4,2
1325,Everest:The Death Zone:Nova,,,137,7,8,4,2
1326,Everybody Rides The Carousel:The Hubley Coll.,,,55,1,20,4,4
1327,Everyone Says I Love You,,,16,1,16,7,8
1328,Evil Dead ,,,11,1,13,4,2
1329,Evil Dead II: Dead by Dawn,,,11,1,13,4,2
1330,Evil Dead: Special Edition,,,11,3,13,4,2
1331,Evil Dead: Special Edition,,,42,1,13,4,2
1332,Evil Ed ,,,55,1,13,7,8
1333,Evita ,,,16,1,16,5,8
1334,Excalibur,,,134,3,19,7,8
1335,Excess Baggage ,,,24,1,7,6,2
1336,Exclusive,,,112,1,21,4,2
1337,Executioners ,,,120,1,11,4,8
1338,Executive Decision ,,,134,1,2,7,2
1339,Existenz,,,16,7,19,7,8
1340,Exorcist 3,,,134,3,13,7,8
1341,"Exorcist, The: Special Edition ",,,134,3,13,7,2
1342,Exorcist:Collector's Ed.,1999-11-22,,25,3,13,7,8
1343,Exotica,,,16,7,9,7,8
1344,Expect The Unexpected,,,120,1,11,4,2
1345,Experience The Deep,,,68,1,8,4,2
1346,Expert Weapon ,,,112,1,2,4,2
1347,Exploring The Supernatural 1: UFO Chronicles/Ghost Stories,,,68,1,8,4,2
1348,Exploring The Supernatural 3: Miracles/Mysteries,,,68,1,8,4,2
1349,Explosive Dance,2000-03-14,,55,7,20,4,4
1350,Exposed: TV's Lifeguard Babes ,,,112,1,20,4,2
1351,"Exterminator, The ",,,11,1,21,7,2
1352,Extreme Adv. Of Super Dave,,,48,1,7,5,8
1353,Extreme DVD Gift Set: Dumb/Long Kiss/Kombat 2/Spawn,,,87,1,2,6,2
1354,Extreme Measures,,,134,7,21,7,2
1355,Eye of the Serpent ,,,112,1,2,7,2
1356,F/A-18E Super Hornet Attack! ,,,82,1,12,4,2
1357,"Fabulous Baker Boys, The ",,,63,1,9,7,2
1358,Fabulous Flashers:Caught In The Act/Naked In America ,,,29,1,20,4,2
1359,Fabulous Story of the Cuban Cigar,,,109,1,1,7,2
1360,Face Off ,,,92,3,21,7,8
1361,Face the Evil,,,112,1,9,7,2
1362,Face To Face:The First Seven Years,,,14,1,15,4,2
1363,Faces,,,95,1,9,7,2
1364,Faces Of Death/Fact Or Fiction?,,,78,7,8,4,2
1365,Faculty,,,16,3,19,7,8
1366,"Faddis, Jon: Remembrances",,,22,1,15,4,2
1367,Fade To Black,,,11,1,13,7,8
1368,Fahrenheit 451 ,,,55,1,19,4,8
1369,Fair Game (1995),,,134,3,2,7,4
1370,Fairport Convention:Beyond The Ledge,,,55,1,15,4,4
1371,Fakin' Da Funk,,,55,7,7,7,4
1372,Falcon & The Snowman,1999-12-06,,74,1,9,7,2
1373,Fall Time,,,95,1,21,7,2
1374,Fallen Angels,,,55,1,11,4,2
1375,Falling Down,,,134,7,9,7,2
1376,Falling in Love Again ,,,112,1,9,5,2
1377,Family Values Tour,,,115,3,7,4,4
1378,"Fan, The ",,,24,1,21,7,2
1379,Fando & Lis:Spec.Ed/Constellation Jodorowsky,,,45,1,9,4,8
1380,Fantasies: Adult Party Pack #5 ,,,68,1,20,4,2
1381,Fantastic Follies & Great Escapes: Marty Stouffer's Wild America,,,134,1,20,4,8
1382,Fantastic Planet,,,11,3,19,4,8
1383,Far & Away ,,,127,1,9,6,2
1384,Farewell My Concubine,,,16,1,11,7,2
1385,Farewell My Lovely,,,95,1,21,7,2
1386,Farewell to Arms,,,55,1,9,4,2
1387,Farewell to Arms ,,,68,1,6,4,2
1388,Farmer's Wife (Silent),,,28,1,7,4,2
1389,Fascination,,,55,1,11,4,8
1390,Fast Times At Ridgemont High: Special Edition,,,127,7,7,7,8
1391,Fatal Fury: The Motion Picture,,,95,1,3,4,2
1392,Fatal Image,,,112,1,21,4,2
1393,Fatal Pursuit ,,,55,1,2,4,2
1394,Father Christmas/The Snowman ,,,24,1,5,2,2
1395,Father of the Bride,,,16,1,7,5,8
1396,Father's Day ,,,134,1,7,6,2
1397,Father's Little Dividend ,,,68,1,6,4,2
1398,Faust (1994),,,55,1,19,4,4
1399,Fear ,,,127,1,21,7,8
1400,Fear 2:Halloween Night,,,55,1,13,7,4
1401,Fear and Loathing In Las Vegas ,,,127,1,7,7,8
1402,"Fear, The",,,112,1,13,7,2
1403,Fearless,,,134,1,9,7,4
1404,Fearless Hyena 1/Fearless Hyena 2 ,,,112,1,11,4,2
1405,Fearless Hyena/Dragon Fist/Snake & Crane Arts of Shaolin (Boxed Set) ,,,112,1,2,4,2
1406,Feeling Minnesota,1999-11-22,,87,3,21,7,2
1407,Felix!: Felix The Cat 1919-1930,,,55,1,3,4,2
1408,Femalien ,,,8,1,13,7,2
1409,Fence,,,55,1,2,7,2
1410,Ferris Bueller's Day Off: Special Edition,,,92,3,7,6,8
1411,Fetishes,,,112,1,20,4,2
1412,"Few Good Men, A ",,,24,1,9,7,2
1413,Fiddler on the Roof ,,,74,3,16,2,8
1414,Field of Dreams: Special Edition ,,,127,1,9,5,8
1415,"Field, The ",,,95,1,9,7,2
1416,Fierce Creatures ,,,127,1,7,6,2
1417,"Fifth Element, The ",,,24,1,19,6,2
1418,Fighter Jets and Attack Aircraft ,,,112,1,8,4,2
1419,Fighting Sullivans: Special Edition,,,108,1,9,4,2
1420,Film Noir Collector's Pack (Boxed Set),1999-11-22,,13,1,21,4,2
1421,Film Noir of Anthony Mann: T-Men,,,108,1,21,4,2
1422,Filter:Title Of DVD,1999-12-06,,135,1,15,4,2
1423,Final Analysis,,,134,1,21,7,4
1424,Final Justice ,,,55,1,2,7,2
1425,Finding Graceland: Special Edition,,,24,1,9,6,8
1426,Fire Down Below ,,,134,1,2,7,2
1427,Fire Dragon,,,120,1,11,4,8
1428,Firehouse,,,112,1,7,7,2
1429,Firepower 2000 #1-4 (Boxed Set),,,68,1,8,4,2
1430,Firepower 2000 #1:High-Tech Battlefield,,,68,1,8,4,2
1431,Firepower 2000 #2:Digital Dogfight,,,68,1,8,4,2
1432,Firepower 2000 #3:High-Tech Navy,,,68,1,8,4,2
1433,Firepower 2000 #4:Fast Strike,,,68,1,8,4,2
1434,Firestorm,,,124,3,2,7,8
1435,Firing Line ,,,32,1,2,7,2
1436,"First 9 1/2 Weeks, The ",2010-01-01,,117,1,9,7,2
1437,First Deadly Sin,,,134,1,21,7,2
1438,First Emperor of China: IMAX ,,,55,3,8,4,2
1439,First Knight ,,,24,1,2,6,2
1440,First Man Into Space ,,,55,1,19,4,2
1441,First Wives Club ,,,92,1,7,5,8
1442,"Fish Called Wanda, A ",,,134,1,7,7,2
1443,"Fisher King, The",,,24,1,7,7,8
1444,Fishing With John Lurle: Special Edition,,,26,1,20,4,2
1445,"Fist Of Fear, Touch Of Death",,,34,1,2,7,2
1446,Fist of the North Star ,,,55,1,3,4,2
1447,Fist Of The North Star:The Movie,,,48,1,19,7,2
1448,Fistful Of Dollars,,,74,7,23,4,2
1449,Five Corners,,,34,1,9,7,2
1450,Five Corners ,,,126,1,9,4,2
1451,Five Easy Pieces,,,24,7,9,7,8
1452,Flash Gordon ,,,55,1,19,5,8
1453,Flash Gordon:Space Soldiers,,,55,7,19,4,4
1454,Flatliners ,,,24,1,21,7,2
1455,Fled,,,74,3,2,7,8
1456,"Fleetwood Mac, Original: The Early Years ",,,55,1,15,4,2
1457,Fleetwood Mac: Rumours,,,107,1,15,4,2
1458,Fleetwood Mac: The Dance ,,,135,1,15,4,2
1459,Flesh,,,55,1,1,4,2
1460,Flesh for Frankenstein,,,56,1,13,4,8
1461,Fletch ,,,127,1,7,5,8
1462,Flintstones: The Movie: Special Edition,,,127,4,5,5,8
1463,Flirting With Disaster,,,16,3,7,7,8
1464,Floundering ,,,112,1,9,7,2
1465,Flubber ,,,16,1,5,5,8
1466,Fly Away Home ,,,24,1,2,5,2
1467,Flying Serpent,,,55,1,13,4,2
1468,"Fogerty, John: Premonition ",,,135,1,15,4,2
1469,Foolish: Special Edition,,,13,1,7,7,2
1470,Fools Rush In ,,,24,1,7,6,2
1471,For a Few Dollars More ,,,74,1,2,4,8
1472,For All Mankind: Special Edition,2000-02-15,,26,3,8,4,2
1473,For Hire,,,95,1,21,7,2
1474,For Love Of Ivy,,,11,1,7,2,2
1475,For Richer Or Poorer,,,127,4,7,6,8
1476,For the Love of a Child ,,,112,1,9,4,2
1477,For Whom the Bell Tolls ,,,127,1,6,4,2
1478,For Your Eyes Only:Special Edition:007,,,74,1,2,5,2
1479,For Your Height Only,,,112,3,7,4,2
1480,Forbidden Forest: Impressions of George Winston: Taliesin Orchestra ,,,96,1,15,4,2
1481,Forces Of Nature,,,38,3,7,6,8
1482,Forever and a Day ,,,55,1,9,4,2
1483,Fork In The Tale,,,31,1,12,4,2
1484,Fortress,,,13,1,19,7,8
1485,Four Musketeers ,,,48,1,2,5,2
1486,Four Rooms,,,16,1,7,7,8
1487,Four Weddings & A Funeral,,,74,1,7,7,2
1488,Fractured Follies,,,120,1,11,4,2
1489,Frances,,,13,1,9,7,4
1490,Francesco ,,,112,1,9,4,2
1491,Frank and Jesse,,,121,1,9,7,2
1492,Frank Sinatra 2-Pack: Suddenly/Till The Clouds Roll By,,,68,1,21,4,2
1493,Frank Sinatra Double: Suddenly/Till The Clouds Roll By,,,68,1,21,4,2
1494,Frank Sinatra: A Man & His Music,,,134,1,15,4,2
1495,Frank Sinatra: A Man & His Music #2,,,134,1,15,4,2
1496,Frank Sinatra: A Man & His Music + Ella + Jobim,,,134,1,15,4,2
1497,Frank Sinatra: Sinatra,,,134,1,15,4,4
1498,Frank Sinatra: The Main Event,,,134,1,15,4,2
1499,Frank Sinatra:Francis Albert Sinatra Does His Thing,,,134,1,15,4,2
1500,Frank Sinatra:Ol' Blue Eyes Is Back,,,134,1,15,4,2
1501,Frank Sinatra:Sinatra In Concert At Royal Festival Hall,,,134,1,15,4,2
1502,Frank Sinatra:The Man & His Music With Count Basie Orchestra,,,134,1,15,4,4
1503,Frankenhooker ,,,112,1,7,7,2
1504,Frankenstein Reborn ,2010-01-01,,50,1,1,5,2
1505,"Frankenstein, Mary Shelley's ",,,24,1,13,7,2
1506,Frankenstein: Special Edition (1931),,,127,1,13,4,2
1507,Frantic ,,,134,1,21,7,2
1508,Fraternity Demon ,,,112,1,7,7,2
1509,Frecce Tricolori: Rolling In The Sky,,,95,1,20,4,2
1510,Free Enterprise,,,95,7,7,7,8
1511,Free Willy ,,,134,1,2,5,2
1512,Freedom Strike ,,,112,1,2,7,2
1513,Freeway ,,,106,1,21,7,8
1514,Freeway 2:Confessions Of A Trickbaby,1999-11-22,,8,1,21,7,2
1515,French #1:The Standard Deviants,,,21,1,20,4,2
1516,French Kiss,,,124,3,7,6,8
1517,Fresh Live Cream ,,,55,1,15,4,2
1518,"Freshman, The ",,,24,1,7,5,2
1519,Friday ,,,134,3,7,7,8
1520,Friday The 13th 1,,,92,7,13,7,8
1521,Friday The 13th 2,,,92,7,13,7,8
1522,Friday: Platinum Series,,,87,1,7,7,8
1523,Fried Green Tomatoes: Special Edition,,,127,1,9,6,8
1524,Friend of the Family,,,55,1,21,7,2
1525,Friend of the Family 2,,,55,1,21,4,2
1526,Friends & Lovers (1999),,,127,7,9,7,2
1527,Fright Night ,,,24,1,13,7,2
1528,Fright Night Horror Classics 1: Night of the Living Dead,,,68,1,13,4,2
1529,Fright Night Horror Classics 2: Dementia 13,,,68,1,13,4,2
1530,Fright Night Horror Classics 3: Revolt of the Zombies,,,68,1,13,4,2
1531,"Frighteners, The ",,,127,1,13,7,2
1532,From Beyond: UFO Contacts & Abductions ,,,112,1,20,4,2
1533,From Dusk Till Dawn ,,,16,1,21,7,8
1534,From Dusk Till Dawn 2:Texas Blood Money,,,16,7,13,7,8
1535,From Dusk Till Dawn 3:The Hangman's Daughter,,,16,3,13,7,8
1536,From Russia With Love ,,,74,1,2,5,2
1537,From the Earth to the Moon: Special Edition ,,,53,1,20,4,2
1538,From the Journals of Jean Seberg,,,55,1,9,4,2
1539,"Front Page, The (1974) ",,,52,1,7,5,2
1540,Fruit Is Swelling,,,120,1,11,4,8
1541,Fugitive Mind,,,145,1,19,6,2
1542,"Fugitive, The ",,,134,3,21,5,2
1543,Fugitive: John Wayne: The Young Duke Series ,,,126,1,1,4,2
1544,Full Contact,,,120,3,11,4,8
1545,"Full Force DVD Gift Set: Blade: Special Edition, The Corruptor, Spawn:The Movie:Special Edition",,,134,3,2,7,8
1546,Full Metal Jacket,,,134,1,9,7,2
1547,Full Monty,,,124,7,7,7,8
1548,Full Moon In Paris,,,48,1,11,7,2
1549,Full Throttle ,,,120,1,11,4,2
1550,Funeral,,,48,1,9,4,2
1551,Funhouse,,,52,1,13,7,8
1552,Funny Farm,,,134,1,7,5,2
1553,Funny Games,,,48,1,9,4,8
1554,Fushigi Yugi:The Mysterious Play:Suzaku (Boxed Set),,,95,7,3,4,2
1555,Futuresport,,,24,1,19,7,2
1556,G-73 Turbo Mallard,,,95,3,8,4,2
1557,G.G. Allin & The Murder Junkies:Hated,1999-11-22,,83,1,8,4,2
1558,G.I. Jane ,,,16,1,2,7,8
1559,G2:Mortal Conquest,,,145,1,2,7,2
1560,Gadd Gang:Live,,,55,7,15,4,4
1561,Gall Force #1: Eternal Story ,,,20,1,3,4,2
1562,Gallipoli,,,92,3,2,5,8
1563,"Game, The ",,,99,1,21,7,2
1564,Gangster World,,,145,1,19,7,2
1565,Ganja & Hess: Special Edition ,,,7,1,13,7,8
1566,Gardens Of The World With Audrey Hepburn ,,,51,7,8,4,2
1567,Gargoyles (1972),,,128,1,13,4,2
1568,"Gate to the Mind's Eye, The ",,,112,1,3,4,2
1569,Gate to the Mind's Eye/Beyond the Mind's Eye/Chronos (Boxed Set),,,112,1,3,4,2
1570,Gate to the Mind's/Televoid (2-Pack),,,112,1,3,7,2
1571,Gattaca ,,,24,1,19,6,2
1572,Gauntlet,,,134,3,2,7,8
1573,General (1998),,,24,1,2,7,8
1574,General (Silent),,,55,1,7,4,4
1575,General Chaos Uncensored Animation,,,109,1,7,4,2
1576,General's Daughter:Special Edition,,,92,3,21,7,8
1577,Genesis,,,113,3,8,4,2
1578,Genius of Edison,,,10,1,1,4,2
1579,Gentleman's Agreement,,,124,7,9,4,2
1580,Geometry #1:The Standard Deviants,,,21,1,20,4,2
1581,George Michael:Ladies & Gentlemen:Best of George Michael,,,44,3,15,4,4
1582,George of the Jungle ,,,16,1,5,5,2
1583,George Winston:Seasons In Concert:Windham Hill,,,14,3,15,4,2
1584,Georgia,,,16,1,9,7,8
1585,Gerard Depardieu 2-Pack:Martin Guerre/Buffet Froid,,,48,1,11,4,8
1586,Geronimo: An American Legend ,,,24,1,2,7,2
1587,Gershwin: All The Works For Piano & Orchestra,,,23,1,15,4,2
1588,Get Shorty ,,,74,3,7,7,2
1589,"Getaway, The (1994) ",,,127,1,2,7,2
1590,Getting Personal,,,95,1,7,4,2
1591,"Ghost and the The Darkness, The ",,,92,1,2,7,8
1592,Ghost in the Shell ,,,70,3,3,4,2
1593,Ghost Stories 1,,,68,1,22,4,2
1594,Ghost Stories 2,,,68,1,22,4,2
1595,Ghost Stories 3,,,68,1,22,4,2
1596,Ghost Story ,,,55,1,13,7,8
1597,Ghostbusters,,,24,3,7,5,8
1598,Ghostbusters: Special Edition,,,24,3,7,5,8
1599,Gil Scott-Heron: Black Wax/Is That Jazz?,,,48,1,15,4,2
1600,Gilda,2000-11-07,,24,1,9,4,4
1601,"Gingerbread Man, The ",,,99,3,21,7,2
1602,Girl Next Door,,,145,1,21,7,2
1603,Girl On A Motorcycle,,,11,1,9,4,2
1604,Girls of Scores ,,,55,1,20,4,2
1605,Girls of the B Movies,,,112,1,20,4,2
1606,Girls School Screamers ,,,122,1,13,7,2
1607,Gleaming the Cube,,,95,1,3,4,2
1608,Glitch,,,112,1,7,7,2
1609,Global Storming,,,55,7,20,4,4
1610,Gloria (1999),,,24,3,9,7,2
1611,Glory ,,,24,1,9,7,2
1612,Glory: The Soundtrack,,,23,1,15,4,2
1613,Go West (Silent),1999-11-22,,55,7,7,4,4
1614,Go: Special Edition,,,24,3,7,7,2
1615,God of Cookery ,,,120,1,11,4,8
1616,God of Gamblers' Return ,,,120,1,11,4,2
1617,God.com,,,120,1,1,4,8
1618,Godmoney: Special Edition,,,55,7,9,4,8
1619,Gods & Monsters: Special Edition,,,127,1,9,7,8
1620,"Godson, The ",,,117,1,7,6,2
1621,Godzilla ,,,24,1,19,6,8
1622,Godzilla & Mothra: Battle for Earth/Godzilla vs King Ghidora ,,,24,1,19,4,2
1623,Godzilla & Other Movie Monsters,,,93,1,8,4,2
1624,Godzilla 5-Pack,,,112,1,19,4,8
1625,Godzilla and the Movies,,,101,1,1,7,2
1626,Godzilla Coll. (Boxed Set),,,112,1,19,4,8
1627,Godzilla vs. Monster Zero ,,,112,1,19,2,2
1628,Godzilla's Revenge ,,,112,1,19,4,2
1629,"Godzilla, King of the Monsters ",,,112,1,19,4,2
1630,Going Overboard ,,,121,1,7,7,2
1631,Gold,,,34,1,2,5,2
1632,Golden Age Of Rock & Roll (Boxed Set),2010-01-01,,55,7,15,4,4
1633,Golden Age Of Rock & Roll:Folk/British Invasion,2010-01-01,,55,7,15,4,4
1634,Golden Age Of Rock & Roll:Great Perf./Legendary,2010-01-01,,55,7,15,4,4
1635,Golden Age Of Rock & Roll:Hard Rock/Guitar,2010-01-01,,55,7,15,4,4
1636,Golden Age Of Rock & Roll:Rockabilly/Male Vocal,2010-01-01,,55,7,15,4,4
1637,Golden Age Of Rock & Roll:Sweet Soul/Party,2010-01-01,,55,7,15,4,4
1638,Golden Child,,,92,1,7,6,8
1639,Golden Killah,,,141,1,11,7,2
1640,GoldenEye ,,,74,1,2,6,2
1641,Goldeneye: Special Edition: 007,,,74,1,2,6,2
1642,Goldfinger ,,,74,1,2,5,2
1643,Goldfinger: Special Edition: 007,,,74,1,2,4,2
1644,Goldwyn Follies ,,,53,1,16,4,2
1645,Golf Balls,,,58,1,1,7,2
1646,Golfballs,,,130,1,1,7,2
1647,Golgo 13:Assignment Kowloon,,,20,1,11,7,8
1648,Gone With the Wind ,,1940,74,3,17,2,2
1649,Good Housekeeping Kids: 5 Animated Adventures ,,,112,1,3,4,2
1650,Good Luck ,,,112,1,9,7,2
1651,Good Morning Vietnam ,,,16,1,9,7,8
1652,Good Will Hunting ,,,16,1,9,7,8
1653,Goodbye America,,,80,1,2,7,2
1654,Goodbye Lover,,,134,3,7,7,2
1655,GoodFellas ,,,134,1,9,7,8
1656,Gorgo ,2010-01-01,,69,1,19,4,2
1657,Gorilla (1939)/Nabonga,,,108,1,7,4,2
1658,Gorillas In The Mist,,,127,1,16,6,8
1659,Gospel According to Al Green,,,48,1,15,4,2
1660,"Gospel According to St. Matthew, The",,,55,1,11,4,2
1661,Goth Box,,,83,1,15,4,2
1662,"Governess, The",,,24,1,9,7,2
1663,Grace Of My Heart: Special Edition,,,127,3,9,7,8
1664,Graduate:Special Edition,1999-12-06,,74,1,7,7,8
1665,Grambling's White Tiger ,,,112,1,9,4,2
1666,Grand Canyon: The Hidden Secrets: IMAX ,,,55,3,8,4,2
1667,Grand Illusion: Special Edition ,,,56,1,11,4,2
1668,Grand Theft Auto,,,86,1,2,5,2
1669,Grandmother's House,,,112,1,13,7,2
1670,Grappler Bake ,,,20,1,3,4,2
1671,Grateful Dead:Downhill From Here,,,76,1,15,4,2
1672,Grave of the Fireflies ,,,20,1,3,4,2
1673,Gravesend ,,,70,1,13,7,2
1674,Gray's Anatomy,,,48,1,20,4,2
1675,Great Barrier Reef: IMAX,,,55,3,8,7,2
1676,Great Battles of WWII: Battle of Britain,,,68,1,8,4,2
1677,Great Battles of WWII: Battle of Russia,,,68,1,8,4,2
1678,Great Battles of WWII: D-Day: Battle For The Beach,,,68,1,8,4,2
1679,Great Chase,,,55,1,7,4,2
1680,"Great Chefs, Great Cities ",,,81,1,20,4,2
1681,Great Conqueror's Concubine ,,,120,1,11,4,2
1682,Great Conqueror's Concubine 2 ,,,120,1,11,4,2
1683,Great Day in Harlem/Spitball Story,,,55,1,8,4,2
1684,"Great Escape, The ",,,74,1,2,4,8
1685,Great Events Of Our Century #1-5,,,68,1,8,4,2
1686,Great Events Of Our Century #1:Disaster/Freedom,,,68,1,8,4,2
1687,Great Events Of Our Century #2:Violence/Death & Glory,,,68,1,8,4,2
1688,Great Events Of Our Century #3:Fame/Obsession,,,68,1,8,4,2
1689,Great Events Of Our Century #4:Scandal/I Am The Greatest,,,68,1,8,4,2
1690,Great Events Of Our Century #5:Legacy/Into The Unknown,,,68,1,8,4,2
1691,Great Expectations ,,,26,1,6,4,2
1692,Great Expectations (1998) ,,,124,3,9,7,8
1693,Great Journeys:Nature's Great Events,,,113,3,8,4,2
1694,Great Milestones,2010-01-01,,55,1,3,4,2
1695,"Great Outdoors, The ",,,127,1,7,5,8
1696,Great Rupert,,,55,1,7,4,2
1697,Great Santini,,,134,7,9,5,4
1698,Great St. Louis Bank Robbery,,,108,1,21,4,8
1699,"Great Train Robbery, The",,,74,3,2,5,8
1700,Great Trans-American Train Ride ,,,112,1,20,4,2
1701,"Great Waldo Pepper, The ",,,52,1,9,5,2
1702,Greatest Milestones,,,113,3,8,7,2
1703,Greedy ,,,127,1,7,6,8
1704,Green Berets ,,,134,1,2,2,8
